TerraTech,22 de dez as 13:00,https://store.epicgames.com/pt-BR/p/terratech-02ab0a,2024-12-22,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game4_1080x1920_1920x1080-1518f6f292a1d73936a49e5170ae8b87?resize=1&w=854&h=480&quality=mediumWizard of Legend,23 de dez as 13:00,https://store.epicgames.com/pt-BR/p/wizard-of-legend-21c07d,2024-12-22,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game5_1080x1920_1920x1080-76a9e2e9ff82f068293d98827a638253?resize=1&w=854&h=480&quality=mediumWizard of Legend,23 de dez as 13:00,https://store.epicgames.com/pt-BR/p/wizard-of-legend-21c07d,2024-12-23,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game5_1080x1920_1920x1080-76a9e2e9ff82f068293d98827a638253?resize=1&w=854&h=480&quality=mediumWizard of Legend,23 de dez as 13:00,https://store.epicgames.com/pt-BR/p/wizard-of-legend-21c07d,2024-12-23,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game5_1080x1920_1920x1080-76a9e2e9ff82f068293d98827a638253?resize=1&w=854&h=480&quality=mediumWizard of Legend,23 de dez as 13:00,https://store.epicgames.com/pt-BR/p/wizard-of-legend-21c07d,2024-12-23,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game5_1080x1920_1920x1080-76a9e2e9ff82f068293d98827a638253?resize=1&w=854&h=480&quality=medium
Dark and Darker - Legendary Status,24 de dez as 13:00,https://store.epicgames.com/pt-BR/p/dark-and-darker-qa-dark-and-darker-legendary-status-a83d59,2024-12-23,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game6_1920x1080_1920x1080-a9761fce0451d8b9be7fa2e9892de753?resize=1&w=854&h=480&quality=medium
DREDGE,25 de dez as 13:00,https://store.epicgames.com/pt-BR/p/dredge-3e3a5f,2024-12-24,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game7_1080x1920_1920x1080-7fa45f164fc91e810bc0450e0ccaf5ac?resize=1&w=854&h=480&quality=medium
Control,26 de dez as 13:00,https://store.epicgames.com/pt-BR/p/control,2024-12-25,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game8_1080x1920_1920x1080-17347f31e263e117a7a45d04eb557ec8?resize=1&w=854&h=480&quality=medium
Ghostrunner 2,27 de dez as 13:00,https://store.epicgames.com/pt-BR/p/ghostrunner-2,2024-12-26,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game9_1080x1920_1920x1080-3bc3c3c2f960cf95081175e791887b18?resize=1&w=854&h=480&quality=medium
HOT WHEELS UNLEASHEDï¿½,28 de dez as 13:00,https://store.epicgames.com/pt-BR/p/hot-wheels-unleashed,2024-12-27,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game10_1080x1920_1920x1080-da542ce3d442311a86d81c40b5d87691?resize=1&w=854&h=480&quality=medium
Kill Knight,29 de dez as 13:00,https://store.epicgames.com/pt-BR/p/kill-knight-e981b3,2024-12-28,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game11_1080x1920_1920x1080-040262a7bf171f8b775ddbf6fd290161?resize=1&w=854&h=480&quality=medium
Orcs Must Die! 3,30 de dez as 13:00,https://store.epicgames.com/pt-BR/p/combo-a7e03a,2024-12-29,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game12_1080x1920_1920x1080-56319729cf3c39fa405e21f05209cd86?resize=1&w=854&h=480&quality=medium
[REDACTED],31 de dez as 13:00,https://store.epicgames.com/pt-BR/p/redacted-d9d21e,2024-12-30,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game13_1080x1920_1920x1080-f565f3c3e8b6cc8925c5a0ebb6893e17?resize=1&w=854&h=480&quality=medium
Sifu,01 de jan as 13:00,https://store.epicgames.com/pt-BR/p/sifu,2024-12-31,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game14_1080x1920_1920x1080-74a4bb3ae433e762b171a6641cbe71f5?resize=1&w=854&h=480&quality=mediumHell Let Loose,09 de jan as 13:00,https://store.epicgames.com/pt-BR/p/hell-let-loose-03f036,2025-01-05,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game16_1080x1920_1920x1080-bc3fb611db960a5c949a7d6ca5e36b5e?resize=1&w=854&h=480&quality=mediumHell Let Loose,09 de jan as 13:00,https://store.epicgames.com/pt-BR/p/hell-let-loose-03f036,2025-01-05,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game16_1080x1920_1920x1080-bc3fb611db960a5c949a7d6ca5e36b5e?resize=1&w=854&h=480&quality=mediumHell Let Loose,09 de jan as 13:00,https://store.epicgames.com/pt-BR/p/hell-let-loose-03f036,2025-01-05,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game16_1080x1920_1920x1080-bc3fb611db960a5c949a7d6ca5e36b5e?resize=1&w=854&h=480&quality=mediumHell Let Loose,09 de jan as 13:00,https://store.epicgames.com/pt-BR/p/hell-let-loose-03f036,2025-01-05,https://cdn1.epicgames.com/offer/d5241c76f178492ea1540fce45616757/EGS_HolidaySale_2024_GameArt_Game16_1080x1920_1920x1080-bc3fb611db960a5c949a7d6ca5e36b5e?resize=1&w=854&h=480&quality=medium
